,mileage_per_year,model_year,price,sold
4966,12401,2001,100391.25,yes
4967,18175,2005,78984.69,no
4968,9547,2004,34992.55,yes
4969,30684,2000,92077.75,no
4970,5650,2010,83564.49,no
4971,15127,2002,70358.13,no
4972,9995,2008,83420.74,no
4973,19502,2000,30702.06,yes
4974,14288,2007,103586.52,yes
4975,19790,2001,44398.73,yes
4976,12966,2002,25344.91,yes
4977,13480,2012,93190.72,no
4978,15988,2013,35042.75,yes
4979,11954,2007,44418.04,no
4980,16630,2012,39075.99,yes
4981,7584,2004,69853.21,no
4982,10622,2009,85414.15,no
4983,8981,2003,94739.89,no
4984,16823,2000,87435.79,no
4985,13608,2005,83464.47,yes
4986,9627,2006,96860.87,no
4987,12717,2006,70809.5,yes
4988,11247,2006,74917.9,no
4989,21050,2013,84978.15,no
4990,13967,2006,82356.51,no
4991,15874,1999,78404.23,no
4992,15897,2003,95495.73,no
4993,11075,1999,24542.97,yes
4994,10694,1999,37989.48,yes
4995,9719,2012,41121.23,yes
4996,9873,1998,28418.89,yes
4997,10283,1998,67456.03,yes
4998,13246,1999,36137.87,yes
4999,15418,2006,74023.29,no
5000,8681,2007,42170.42,no
5001,21381,2004,31365.42,yes
5002,15424,2013,98654.58,yes
5003,24233,2001,81838.99,no
5004,13452,2009,68648.28,yes
5005,21899,2010,45384.79,yes
5006,11756,2004,40336.12,yes
5007,11352,2013,39427.92,yes
5008,10766,2000,40960.7,yes
5009,21035,2010,36335.57,yes
5010,16389,2007,30996.22,yes
5011,15540,2001,81327.84,no
5012,14577,2006,105024.87,no
5013,8214,1999,52152.13,no
5014,16360,2002,92997.42,no
5015,6856,2000,22850.17,yes
5016,11012,2008,46869.16,yes
5017,13807,2001,35611.05,yes
5018,5741,1998,33912.97,yes
5019,17107,2000,52557.61,yes
5020,12965,2011,57260.59,yes
5021,25147,2001,58780.81,no
5022,14247,2000,56483.79,yes
5023,4255,2003,63059.13,yes
5024,13534,1999,87824.85,yes
5025,13762,2003,96524.76,yes
5026,22608,2008,76680.19,no
5027,8127,2004,25605.88,yes
5028,13214,2000,35451.64,yes
5029,7948,2016,57130.98,yes
5030,15415,2009,84845.61,no
5031,14890,2014,46123.38,yes
5032,17482,1999,66515.6,no
5033,12879,2010,40618.05,no
5034,18355,1998,67967.02,no
5035,17918,2005,26027.16,yes
5036,15519,1999,48826.04,yes
5037,16347,1999,44477.26,yes
5038,16918,2003,89472.11,no
5039,20076,2000,99786.61,no
5040,13845,1998,95571.98,no
5041,13932,2015,71654.96,yes
5042,26770,2008,32607.29,yes
5043,13610,2000,47407.95,yes
5044,15399,2013,101472.66,yes
5045,18950,2014,111897.98,no
5046,15520,1999,27930.24,yes
5047,22618,1998,92004.38,no
5048,16621,1998,50994.85,yes
5049,11340,2006,72851.61,no
5050,16955,2007,63173.01,no
5051,14968,2003,29100.63,yes
5052,13278,2004,87563.57,yes
5053,14948,2009,53349.77,yes
5054,16262,2004,98750.76,no
5055,11371,1999,88066.84,yes
5056,11228,2004,60175.62,no
5057,9404,2009,108313.31,no
5058,14353,2003,74124.57,no
5059,12846,2009,41371.85,yes
5060,10975,2003,104987.51,yes
5061,23655,2002,72541.67,no
5062,20116,1999,35565.1,yes
5063,7635,1999,72858.0,yes
5064,8461,2014,77472.94,no
5065,12232,2002,30521.58,yes
5066,23952,2010,73903.93,no
5067,9972,1998,63889.72,no
5068,17883,2001,26192.71,yes
5069,11887,2007,46665.62,yes
5070,12606,2011,29449.19,yes
5071,18537,2013,85536.99,no
5072,16079,2014,55286.69,yes
5073,16228,2005,58141.76,no
5074,10697,2005,103423.54,yes
5075,10282,1998,98961.33,no
5076,16372,2005,64283.93,no
5077,20854,2003,87030.56,no
5078,17974,2007,57738.14,yes
5079,18010,2012,46752.28,yes
5080,21102,2007,104620.18,no
5081,11791,2006,67296.45,no
5082,4985,2011,62485.13,no
5083,26541,2005,74371.15,no
5084,12496,2006,87820.26,no
5085,9248,1998,107181.13,no
5086,15341,1999,87670.41,yes
5087,16567,2006,82408.37,no
5088,11618,1998,37173.57,yes
5089,18869,2002,62213.6,no
5090,10028,2006,109937.97,yes
5091,15327,2003,89536.02,no
5092,11393,1999,66401.87,no
5093,18835,1999,24544.29,yes
5094,9519,2007,92862.84,no
5095,8241,1998,43487.98,yes
5096,12415,2004,79860.08,no
5097,14055,2004,29374.16,yes
5098,8105,2002,41181.96,yes
5099,17081,1998,88341.08,no
5100,11518,2007,77927.2,yes
5101,11776,2002,64805.15,no
5102,14797,2002,75552.5,no
5103,10937,2000,55301.5,no
5104,13142,2002,71671.81,no
5105,18170,2002,79236.53,no
5106,10608,2008,92765.96,no
5107,13099,2005,79560.89,no
5108,19393,2015,72949.56,no
5109,12011,2010,99979.94,yes
5110,14855,2004,65567.56,yes
5111,11479,2000,65292.29,yes
5112,12602,2006,87921.79,no
5113,12933,2006,66434.02,yes
5114,14857,2008,85052.53,yes
5115,17663,2000,33728.05,yes
5116,9191,2007,85671.32,yes
5117,11205,2005,25952.4,yes
5118,17887,2003,86769.56,no
5119,12807,2004,63537.29,no
5120,21328,2001,32678.3,yes
5121,12824,2011,102471.7,yes
5122,27106,2004,103687.93,yes
5123,24393,2009,74909.36,no
5124,13395,2000,30387.46,yes
5125,10851,2014,80133.65,no
5126,12130,1998,93408.29,no
5127,18691,1998,6117.08,yes
5128,20605,2000,89500.52,no
5129,22095,2006,41987.24,yes
5130,10353,1999,17502.34,yes
5131,8479,2004,58906.09,no
5132,7723,2008,48740.51,yes
5133,24113,1998,41805.13,yes
5134,9232,2002,71450.35,no
5135,9241,2014,79556.77,yes
5136,11445,2001,54897.47,yes
5137,15112,2006,50641.52,yes
5138,29105,2009,73296.62,no
5139,14872,1999,12932.78,yes
5140,20016,2011,68970.95,no
5141,18980,2012,50731.62,yes
5142,9219,1999,63739.76,yes
5143,19040,2000,86741.97,no
5144,13585,1999,78913.81,no
5145,8100,1999,33909.97,yes
5146,18782,2003,84745.6,no
5147,14091,2000,74150.58,yes
5148,16715,2000,74395.26,no
5149,15114,2012,102865.41,no
5150,9643,2002,72149.77,yes
5151,23276,1999,98049.53,no
5152,22212,2006,97773.26,no
5153,15877,2001,77455.61,no
5154,10967,2009,64645.57,no
5155,14538,1999,11126.56,yes
5156,17039,2004,63418.49,no
5157,14945,2001,57088.98,yes
5158,9046,2006,69010.61,yes
5159,18608,1999,105665.45,yes
5160,8854,2002,28413.63,yes
5161,19717,2004,97092.38,no
5162,13503,2000,99168.29,no
5163,12288,2010,66802.84,no
5164,11518,2016,57554.63,yes
5165,13075,1998,67573.66,yes
5166,17473,2004,96402.39,no
5167,13575,1999,39236.19,yes
5168,16434,1998,22820.93,yes
5169,19963,2003,53157.04,yes
5170,13326,2006,24173.59,yes
5171,15737,2000,76210.79,no
5172,9017,2011,103811.8,yes
5173,11337,2006,79185.04,no
5174,9824,2010,77232.01,yes
5175,10558,2015,73421.61,no
5176,20482,2007,49682.94,yes
5177,9581,2006,78606.54,yes
5178,5734,2007,78213.31,no
5179,14016,2005,79547.66,yes
5180,17510,2005,40723.03,no
5181,11085,2000,70835.05,no
5182,16813,2003,26832.41,yes
5183,8040,2002,52424.78,yes
5184,14980,2002,54251.34,yes
5185,12358,2001,79273.15,no
5186,12609,2005,45906.39,yes
5187,13704,2006,77376.23,no
5188,12614,2004,61785.35,no
5189,19843,2004,97212.35,yes
5190,13592,2005,82615.02,yes
5191,22624,2000,4148.36,yes
5192,14608,2007,91598.96,yes
5193,20726,2002,45571.59,no
5194,12704,1998,88490.67,no
5195,22044,2008,93146.01,no
5196,14496,1998,43858.16,no
5197,11394,1998,70661.85,yes
5198,9670,2010,100262.56,yes
5199,12334,2008,36258.6,yes
5200,15883,2009,85236.69,no
5201,8993,2006,27250.95,yes
5202,15177,2000,84904.36,no
5203,17846,2008,32235.36,yes
5204,4215,2000,77314.78,no
5205,26373,2012,114361.65,yes
5206,11763,2011,75020.18,no
5207,14283,2001,75017.41,no
5208,17600,1999,98763.6,no
5209,8979,2009,49690.35,no
5210,15075,2008,65664.78,no
5211,11491,1998,100898.5,yes
5212,16753,2007,42492.33,no
5213,22222,2010,104368.12,no
5214,21132,2003,77178.84,no
5215,8525,2009,87605.76,yes
5216,8695,2002,80254.78,no
5217,15512,2008,43504.39,no
5218,9735,2005,104329.21,yes
5219,15804,2007,47933.29,yes
5220,12443,2009,57992.3,yes
5221,17012,2008,85890.67,no
5222,8710,2010,28008.79,yes
5223,5896,2014,36362.82,yes
5224,7848,1999,54520.78,yes
5225,10423,1998,66429.92,yes
5226,9406,2007,97343.92,yes
5227,12909,2004,15583.58,yes
5228,15933,2000,61608.05,no
5229,9785,2005,109348.37,yes
5230,8337,2006,111761.23,yes
5231,14506,2002,66058.01,yes
5232,7309,2002,90391.49,no
5233,9004,2004,22033.39,yes
5234,15383,2000,78358.84,no
5235,9615,2000,41841.7,yes
5236,6655,2001,31465.58,yes
5237,22462,1999,15692.34,yes
5238,11322,2004,48178.23,yes
5239,14020,2006,29677.49,yes
5240,16895,2005,65542.05,no
5241,18548,2002,68953.87,no
5242,14206,2008,57074.18,yes
5243,22871,2011,80202.74,no
5244,9473,2002,30611.21,yes
5245,11146,2005,60336.88,no
5246,20043,2011,105026.08,yes
5247,20938,2011,95418.97,no
5248,11759,1999,57142.49,yes
5249,14695,2006,50623.63,yes
5250,12873,1998,61680.03,yes
5251,20241,2003,35415.88,yes
5252,11912,1999,25912.88,yes
5253,11172,2002,71712.08,yes
5254,18365,1999,69206.77,no
5255,18566,1998,15441.59,yes
5256,25172,2009,93290.15,no
5257,15136,2001,29589.69,yes
5258,6974,2003,81347.28,yes
5259,11955,2002,45162.18,yes
5260,11720,2009,104470.66,no
5261,11015,2008,101262.0,no
5262,9332,2011,114036.24,yes
5263,10353,2006,99423.89,yes
5264,15439,1998,60938.79,no
5265,13700,2001,43165.56,yes
5266,14645,2001,23397.24,yes
5267,6722,2000,103356.45,yes
5268,15174,2007,46089.67,yes
5269,11710,1998,15128.65,yes
5270,15950,2002,80403.15,no
5271,5129,2012,87136.64,yes
5272,7848,1999,36867.47,yes
5273,9723,2000,82298.25,no
5274,8361,2000,66705.22,no
5275,16970,1998,45581.19,yes
5276,8443,2004,50674.44,yes
5277,23782,1999,84331.33,no
5278,18549,1998,87877.36,no
5279,24528,2002,44574.5,no
5280,19047,2004,97240.13,no
5281,8901,1999,87278.5,no
5282,8197,2004,60124.76,no
5283,18890,2003,77793.8,no
5284,13114,2002,103610.55,no
5285,16434,1998,95213.27,no
5286,12953,2000,26866.1,yes
5287,17284,2001,58283.65,yes
5288,10212,2005,67754.13,yes
5289,8531,2012,96162.39,no
5290,7694,1999,98845.8,yes
5291,20241,2005,103041.35,yes
5292,14743,2000,74190.92,no
5293,21085,2000,61670.14,no
5294,7663,2008,31094.42,yes
5295,15235,2004,105690.47,no
5296,8325,2005,71266.85,yes
5297,17616,1999,27159.12,yes
5298,15430,2011,44794.08,yes
5299,7734,2006,52592.62,no
5300,9744,2003,54538.76,yes
5301,12528,2000,86268.82,yes
5302,18394,2011,102214.47,yes
5303,4417,2009,66785.87,yes
5304,16819,2002,36749.95,yes
5305,24241,1999,50304.36,no
5306,15617,2010,105681.58,no
5307,16912,1998,93204.68,no
5308,13742,1998,50979.69,no
5309,19781,2001,78095.4,no
5310,16244,1999,62474.09,no
5311,10405,2004,20325.43,yes
5312,13022,2015,55515.55,yes
5313,6998,2006,27955.06,yes
5314,11477,2001,84824.24,yes
5315,17656,2003,77937.01,no
5316,20039,2002,87932.13,no
5317,26200,2000,25011.77,yes
5318,12968,2002,49393.4,yes
5319,22519,1999,83100.27,no
5320,10704,1998,6468.33,yes
5321,15052,2001,11612.4,yes
5322,14351,2005,84843.49,no
5323,19398,2003,91721.9,no
5324,6734,2007,43795.08,no
5325,14073,2006,35193.52,yes
5326,12367,1999,56835.62,yes
5327,8882,2002,77940.94,no
5328,18285,2005,54632.11,yes
5329,15634,2002,60819.4,no
5330,28272,2004,66034.7,no
5331,25064,1999,49402.83,no
5332,8068,2010,37041.4,yes
5333,12893,2002,80390.07,yes
5334,17194,2005,45658.16,yes
5335,14473,2001,107442.61,yes
5336,22153,2012,76855.77,no
5337,12840,1998,92304.58,no
5338,21647,2015,60473.63,no
5339,11974,2011,109702.38,yes
5340,16285,1998,108765.26,yes
5341,8494,2003,50488.71,yes
5342,11453,2013,71585.1,no
5343,17849,2005,56431.43,yes
5344,14225,2001,15053.68,yes
5345,19185,2008,89198.68,no
5346,7692,1999,85214.97,no
5347,16664,1999,55867.47,yes
5348,21281,2001,38881.76,yes
5349,15774,2007,58618.77,yes
5350,20285,2000,79645.34,no
5351,18723,2003,70131.25,no
5352,10348,2001,82858.58,yes
5353,5779,2010,83182.14,no
5354,9070,2004,39021.93,yes
5355,12714,2005,88508.97,no
5356,19299,2001,20275.42,yes
5357,17252,2005,103655.07,yes
5358,10533,2001,70385.32,no
5359,16031,2014,91943.27,no
5360,12419,1999,97537.54,yes
5361,14281,2001,16463.47,yes
5362,20111,2003,80662.89,no
5363,6797,2001,111964.55,yes
5364,10580,2012,69923.54,yes
5365,20501,2003,76861.01,no
5366,9744,2006,101959.21,yes
5367,16886,2003,92543.29,no
5368,15454,1999,83473.61,no
5369,12887,2000,89471.55,no
5370,8568,2002,75112.66,no
5371,10493,2010,38362.54,yes
5372,9185,1999,17405.78,yes
5373,13044,2007,83277.3,yes
5374,13716,2006,54299.52,yes
5375,11810,2006,59528.79,yes
5376,11020,2010,91354.45,no
5377,7725,2014,61507.04,yes
5378,6703,2005,65008.48,yes
5379,8160,1999,96280.73,no
5380,13003,2011,91129.3,yes
5381,14359,1998,54778.8,yes
5382,15689,2001,57142.66,yes
5383,13525,1998,53942.86,yes
5384,19175,2013,62446.96,no
5385,19829,2005,45144.53,no
5386,16419,2004,49862.98,yes
5387,8434,2009,99426.38,no
5388,11033,1998,51573.85,yes
5389,6920,2010,109887.73,yes
5390,19116,2008,98810.74,no
5391,20041,2002,81182.36,no
5392,9221,2010,73701.71,no
5393,12887,2002,96430.88,no
5394,10205,1998,47308.84,yes
5395,10575,2008,102590.22,yes
5396,8548,2006,93109.02,yes
5397,10453,2016,83548.72,no
5398,8264,2001,93853.31,no
5399,23540,2005,93252.22,no
5400,15586,2008,23900.11,yes
5401,19342,2002,29886.44,yes
5402,10519,2004,62523.74,yes
5403,24756,1999,23295.97,yes
5404,16094,2001,11564.05,yes
5405,19820,2014,61240.83,no
5406,20771,2000,30022.7,yes
5407,13521,2004,38211.68,yes
5408,6546,1998,74784.54,yes
5409,19247,2009,77942.15,no
5410,13879,2015,79509.41,no
5411,9414,2000,15625.85,yes
5412,15365,2001,98524.92,no
5413,21917,1999,35031.65,yes
5414,13127,2004,36700.87,yes
5415,13015,2001,80358.64,yes
5416,7456,2007,111492.06,no
5417,18421,1999,81737.39,no
5418,6901,2003,48019.15,yes
5419,20648,2006,101433.89,yes
5420,23858,2004,34727.23,yes
5421,14545,2012,48039.84,yes
5422,19747,2008,52176.1,yes
5423,8522,2008,100558.82,yes
5424,9001,2004,77380.23,no
5425,20797,2005,90327.55,no
5426,18680,2002,102088.28,yes
5427,10800,2002,90861.06,yes
5428,10515,2001,32611.41,yes
5429,16414,1998,76406.67,no
5430,17376,1999,60510.77,no
5431,10615,2000,18436.74,yes
5432,12500,1998,27796.72,yes
5433,19526,2003,74532.31,no
5434,6918,2001,46222.01,yes
5435,12462,2010,94032.06,no
5436,12993,1999,33230.63,yes
5437,12767,2014,68863.32,yes
5438,21734,1999,60218.26,yes
5439,6680,1999,25729.79,yes
5440,7041,2015,87090.31,no
5441,15676,2004,109497.05,yes
5442,11920,2002,71926.29,no
5443,15315,1998,82821.32,no
5444,10465,2006,77477.47,yes
5445,9766,2015,58911.31,yes
5446,16968,2006,87037.83,no
5447,21601,2009,95692.02,no
5448,8387,1998,67749.59,no
5449,11554,2009,98618.41,no
5450,20007,2002,70723.31,no
5451,24986,2003,71024.29,no
5452,13748,2005,98176.6,no
5453,7757,1998,41941.81,yes
5454,13869,2017,66648.94,no
5455,16170,2004,77796.57,no
5456,16168,2000,52874.84,yes
5457,20232,1998,23722.51,yes
5458,11227,2003,83117.55,yes
5459,13791,1998,42806.87,yes
5460,5905,2003,21351.97,yes
5461,8295,2009,57005.29,yes
5462,19279,2004,102436.44,no
5463,11507,1998,54667.65,no
5464,17533,2008,51852.46,yes
5465,21814,2002,14207.79,yes
5466,7799,2002,71125.79,no
5467,12903,2012,65543.06,yes
5468,9776,2002,61141.06,no
5469,16999,2000,58062.42,yes
5470,19821,2005,63163.86,no
5471,12109,2006,95976.28,yes
5472,14505,1999,63258.5,no
5473,4974,1998,52597.8,yes
5474,22646,2000,11026.81,yes
5475,7807,2009,79016.18,no
5476,14592,2005,26075.87,yes
5477,24437,2006,45608.5,yes
5478,13668,2005,24410.5,yes
5479,17979,1998,36613.11,yes
5480,21432,2004,55543.87,yes
5481,7592,2002,43178.28,no
5482,25676,2002,56149.98,yes
5483,6569,2000,74283.74,no
5484,11817,2003,52538.41,yes
5485,5559,2002,58503.4,yes
5486,7701,2004,37167.26,yes
5487,9076,2008,68817.65,no
5488,15599,2010,52450.42,yes
5489,10060,2005,92326.55,no
5490,10884,2008,91836.46,no
5491,16018,2009,71910.43,yes
5492,11217,2012,62645.76,no
5493,13888,2000,34984.07,yes
5494,14523,2002,37197.33,yes
5495,8324,2001,75974.67,no
5496,13934,2003,56317.17,yes
5497,14204,2002,98914.74,no
5498,10400,2006,55228.91,yes
5499,12193,2002,70520.39,yes
5500,9348,2008,67901.58,no
5501,15514,1998,21280.49,yes
5502,10624,2000,24832.65,yes
5503,11888,2012,59902.41,yes
5504,10481,1999,110101.05,yes
5505,4290,2007,79458.63,no
5506,24385,1998,72483.65,no
5507,13315,2000,42267.1,yes
5508,12252,2002,81931.2,no
5509,13937,2008,30050.98,yes
5510,9170,2011,94049.27,no
5511,11876,2007,82336.21,yes
5512,29683,2005,80496.08,no
5513,13656,2000,99817.63,no
5514,9019,2005,83646.63,yes
5515,12413,2004,73689.73,yes
5516,7362,2002,18230.11,yes
5517,21424,2015,85734.51,no
5518,10451,2001,64407.0,no
5519,9692,2005,61515.63,no
5520,27946,2014,108000.43,yes
5521,13238,2004,71955.11,yes
5522,12334,1998,39482.84,yes
5523,13009,2000,59216.64,yes
5524,9851,1998,43821.77,yes
5525,13646,2001,41732.94,yes
5526,8575,2000,94629.34,no
5527,12175,2000,40149.86,yes
5528,10704,2007,93504.38,yes
5529,13484,2007,40311.82,no
5530,24043,2003,45647.53,yes
5531,11857,2009,59044.8,yes
5532,15330,1998,31164.47,yes
5533,19378,2005,44342.75,yes
5534,13164,2000,100587.47,yes
5535,21374,2008,64857.14,no
5536,12243,2009,40003.8,yes
5537,14555,2009,33405.66,yes
5538,14900,2001,99555.39,no
5539,9152,2001,25069.9,yes
5540,10408,2013,52685.72,yes
5541,13486,2005,109722.11,yes
5542,6056,2005,106160.66,no
5543,17089,2001,17381.55,yes
5544,13208,2006,35844.53,yes
5545,16008,1998,72478.5,no
5546,11230,2008,92265.06,yes
5547,13475,2000,91765.56,no
5548,17546,1998,15102.37,yes
5549,15874,1999,63111.1,no
5550,27282,2011,52310.49,yes
5551,20038,2013,53633.21,yes
5552,7835,2008,94250.61,no
5553,11426,2004,49677.73,yes
5554,9910,1999,22312.07,yes
5555,20007,2005,102419.6,yes
5556,12787,1998,66450.33,yes
5557,12981,1999,30078.77,yes
5558,10911,2001,38298.19,yes
5559,21642,2004,22995.49,yes
5560,9318,1998,27388.02,yes
5561,11751,2008,31662.03,yes
5562,19282,1998,36234.88,yes
5563,10306,1999,96435.98,yes
5564,9664,2000,60755.9,no
5565,14026,2006,28410.92,yes
5566,15833,1998,86946.0,no
5567,20516,1998,70651.88,no
5568,11754,2007,54765.57,yes
5569,12086,2011,65605.45,no
5570,15702,2000,67311.7,yes
5571,12325,2002,49834.43,no
5572,16780,2005,71195.67,no
5573,20593,2007,41700.61,no
5574,11359,2003,63503.6,yes
5575,10059,2006,63003.03,yes
5576,14216,2008,56180.62,yes
5577,16294,2011,69242.85,no
5578,10143,2008,58392.0,no
5579,18508,2004,50343.63,yes
5580,17729,1999,31823.73,yes
5581,12115,2011,99103.58,yes
5582,21940,2000,42150.71,yes
5583,9819,2005,44566.21,yes
5584,19625,2002,92551.94,no
5585,8985,2011,101666.33,no
5586,10232,2001,68208.14,no
5587,8832,1998,79157.96,no
5588,25880,2002,46081.3,yes
5589,14095,1998,78168.96,yes
5590,13398,2007,77306.03,no
5591,16870,2008,47817.11,yes
5592,10533,2000,20792.2,yes
5593,12366,2011,52640.43,yes
5594,23248,1999,106743.67,no
5595,12366,1999,94042.17,no
5596,11670,2005,23093.87,yes
5597,10018,2006,81415.99,no
5598,14599,2007,104154.33,yes
5599,16602,1998,28306.99,yes
5600,17216,2001,59209.58,yes
5601,17071,2003,108021.69,no
5602,6139,2007,91497.96,yes
5603,7917,2010,85979.5,no
5604,30130,1998,94402.97,no
5605,22158,2001,46565.24,yes
5606,14770,2000,92897.36,no
5607,18684,2005,98042.09,no
5608,12263,2004,95461.13,yes
5609,20223,2011,60230.8,no
5610,16195,2000,46299.08,yes
5611,14327,2001,15804.47,yes
5612,16979,2008,33558.74,yes
5613,7202,1998,60463.2,yes
5614,9903,2002,54251.45,yes
5615,18899,2009,85859.16,no
5616,9033,2009,41785.43,yes
5617,13022,2012,69246.12,yes
5618,11424,2008,32773.82,yes
5619,13217,2003,70207.11,yes
5620,18495,1999,43259.44,yes
5621,17116,2004,68700.6,no
5622,9439,2000,71937.67,yes
5623,11898,2005,77302.25,no
5624,14028,1998,17247.18,yes
5625,13867,2002,56782.02,yes
5626,7370,2001,37861.44,yes
5627,17103,2010,37098.07,yes
5628,12823,2002,87001.83,no
5629,17571,2002,42874.63,yes
5630,14583,2005,62894.79,no
5631,8021,2002,98566.7,yes
5632,19441,2007,104619.49,no
5633,12337,2012,77020.81,yes
5634,14653,2008,42090.21,yes
5635,19793,2001,54176.2,no
5636,15819,2000,97794.8,yes
5637,19000,2000,108295.76,yes
5638,11476,1998,93444.56,yes
5639,10396,2001,27789.95,yes
5640,13354,1998,68332.45,yes
5641,13548,2001,83012.99,yes
5642,9998,2011,47241.59,yes
5643,12491,2007,41676.0,yes
5644,12519,2003,49084.71,yes
5645,13186,2001,64465.44,no
5646,7289,2004,34951.8,yes
5647,15854,2004,10891.85,yes
5648,11994,2006,98502.11,yes
5649,20593,2008,52171.5,yes
5650,13679,2000,91751.57,yes
5651,21055,2002,65238.76,no
5652,5598,2000,97757.32,no
5653,9755,2002,79660.6,yes
5654,13310,2012,63691.59,yes
5655,12205,2007,52771.56,yes
5656,12267,2003,89060.24,yes
5657,11136,2004,76149.23,yes
5658,13697,2015,104231.33,yes
5659,24761,2001,73988.94,no
5660,20357,1999,53351.08,yes
5661,12767,2003,34854.69,yes
5662,20127,2011,108964.33,yes
5663,16298,2006,35196.0,yes
5664,13685,1999,77024.82,no
5665,18075,2011,49682.36,yes
5666,16865,2008,66506.65,no
5667,12487,2008,74163.51,no
5668,22570,2007,49375.26,yes
5669,15664,2003,62793.28,no
5670,10503,2005,37276.24,yes
5671,9611,2006,49174.32,yes
5672,18389,2001,23052.07,yes
5673,14475,2011,30194.45,yes
5674,9857,2002,94945.21,yes
5675,8698,2002,46233.56,yes
5676,13056,2005,99381.45,no
5677,9899,2002,63521.2,yes
5678,20991,2003,89543.2,no
5679,13394,2007,105949.77,yes
5680,27182,2017,87247.96,no
5681,17650,2000,35715.43,yes
5682,13363,2014,104676.44,yes
5683,15253,2004,39171.9,yes
5684,14685,2003,67356.05,yes
5685,11525,2003,48178.83,yes
5686,18105,1998,22228.46,yes
5687,24987,2002,35178.45,yes
5688,9953,2000,86775.26,no
5689,10878,2003,49775.38,yes
5690,16036,2010,93938.82,no
5691,10141,1998,55449.03,no
5692,16099,2000,42481.06,yes
5693,12277,2006,62211.95,no
5694,14708,2004,35560.21,yes
5695,12021,2001,44834.55,yes
5696,13896,2005,67548.67,no
5697,11181,2008,45665.02,yes
5698,16280,2008,42919.11,yes
5699,17803,2000,26043.92,yes
5700,9855,2007,64605.87,yes
5701,6826,2000,93816.86,yes
5702,15689,2008,87763.3,no
5703,12004,2004,91736.53,no
5704,14479,2008,66464.41,yes
5705,11417,2000,90007.25,no
5706,9814,2001,38869.12,yes
5707,17867,2003,77548.91,no
5708,10622,2011,81017.73,no
5709,6421,2003,31660.39,yes
5710,9763,2003,86113.03,yes
5711,14613,2002,26935.08,yes
5712,16125,1998,48352.95,no
5713,14234,2007,97532.98,yes
5714,10715,2002,10000.44,yes
5715,30572,2000,25492.0,yes
5716,19790,2014,102022.19,no
5717,9661,1998,86751.12,no
5718,15754,2007,57915.65,yes
5719,9090,2012,106842.13,yes
5720,15047,2002,19726.83,yes
5721,8930,2002,72173.2,no
5722,19765,2011,83013.97,no
5723,5358,2010,37158.94,yes
5724,13386,1999,24897.08,yes
5725,10825,2002,75868.0,yes
5726,12914,2008,36834.17,yes
5727,9784,2013,91226.63,no
5728,31870,2002,81098.35,no
5729,18623,2004,87118.66,no
5730,10383,2005,32078.07,yes
5731,13162,1999,70287.19,yes
5732,21015,2005,77981.66,no
5733,20529,2001,75315.05,no
5734,18741,2016,91394.44,no
5735,9084,2001,68197.16,no
5736,20956,2006,68943.39,no
5737,14455,2010,35015.25,yes
5738,10462,2006,61645.21,no
5739,8464,2001,106963.85,yes
5740,11178,2004,56257.43,yes
5741,18435,2001,83304.17,no
5742,10470,2008,67952.69,no
5743,23179,1998,24222.03,yes
5744,10768,2015,69134.09,no
5745,10334,2006,80873.69,no
5746,16904,2009,64793.81,no
5747,16693,2001,88354.0,no
5748,9540,2012,82225.89,no
5749,8564,2004,66059.51,no
5750,11929,1999,22826.76,yes
5751,18530,2003,45138.48,yes
5752,7750,1998,27412.47,yes
5753,11967,2002,48725.02,yes
5754,23355,1999,67792.16,no
5755,23973,1998,46827.55,yes
5756,17733,2000,93262.17,no
5757,15089,1998,81858.67,no
5758,20715,2011,59267.54,yes
5759,16230,2012,116210.71,yes
5760,8852,2000,51863.7,yes
5761,17411,2002,45247.75,yes
5762,12299,2000,52649.03,yes
5763,10394,2001,25053.03,yes
5764,11220,2011,68411.14,no
5765,18497,1999,34687.79,yes
5766,10869,2008,74758.15,no
5767,8474,2001,90845.06,yes
5768,9746,1998,38647.16,yes
5769,9742,2010,65918.74,yes
5770,12690,2010,84671.09,yes
5771,22973,2001,59578.75,yes
5772,15390,2013,60010.03,no
5773,18202,2013,83443.11,no
5774,20052,2007,89469.69,no
5775,19310,2008,90014.74,no
5776,10596,1998,49120.38,yes
5777,9160,2001,83022.67,yes
5778,22766,2009,33509.54,yes
5779,9591,2008,72893.46,yes
5780,13644,1998,43288.46,yes
5781,16369,1998,67757.38,no
5782,20978,2006,54980.62,yes
5783,15384,2000,23983.34,yes
5784,18833,2013,70453.02,no
5785,17577,2000,13338.2,yes
5786,11597,1998,48661.0,yes
5787,10973,1998,101532.58,yes
5788,8215,1999,95403.39,yes
5789,12228,2005,43197.96,yes
5790,16534,1999,91375.72,no
5791,17412,2001,86367.76,no
5792,11113,2006,94863.23,no
5793,12115,2001,23735.52,yes
5794,27047,1998,52015.02,no
5795,12234,1999,104156.53,yes
5796,15780,2001,88979.88,no
5797,12026,1998,50074.14,yes
5798,20358,1998,50742.1,no
5799,9440,2003,90148.69,yes
5800,13237,1999,21600.98,yes
5801,12530,2002,76442.43,yes
5802,14685,2008,54565.6,no
5803,15666,2007,47337.76,no
5804,16531,2000,66585.5,yes
5805,11620,1999,93222.97,yes
5806,17444,2006,86345.8,no
5807,11400,2002,43509.69,yes
5808,11866,1999,41268.07,no
